"OB","KODE_OBJECT","NAMA","HARGA_SATUAN"
"OB","00458","PISAU OPERASI NO.10","700.0"
"OB","00459","PISPOT SODOK PLASTIK KECIL","30500.0"
"OB","00460","PITHALMIC GEL","60940.0"
"OB","00461","PLASTIK OBAT  13X8,7","8303.308176100629"
"OB","00462","POCKET FETAL DOPPLER","1300000.0"
"OB","00463","Folley Catheter 2 Way No.18 ( GEA )","6500.0"
"OB","00464","POLIPRED  MD","15290.0"
"OB","00465","POLYGRAN  MINIDOSE 0.3 ML","15400.0"
"OB","00466","POSOP MD","46200.0"
"OB","00467","POSTURE AID/CLAVICE BRACE 2075 UK.L","115000.0"
"OB","00468","POT SPUTUM D:5 T:6","2302.2571504686252"
"OB","00469","POT SPUTUM D:6 T:5","1360.0"
"OB","00470","POT SPUTUM D:7 T:8","2500.0"
"OB","00471","PPD 2 TU INJ","622440.0"
"OB","00472","PROGESIK TABLET","38500.0"
"OB","00473","PROPANOLOL 10 MG","7350.0"
"OB","00474","PROPYLENE MESH 6X11 (ALTAYLAR)","0.0"
"OB","00475","PROTOGENT A MD","31570.0"
"OB","00476","PYRIDRYL PLUS SYR 60 ML","14300.0"
"OB","00477","RADOL KAPS","151250.0"
"OB","00478","RANITIDINE INJ","2100.6"
"OB","00479","REFLEX HAMMER  TRIANGLE","16008.464285714284"
"OB","00480","REFLEX HAMMER  WITH BRUSH","24000.0"
"OB","00481","REGULATOR  O2 GEA","213636.5"
"OB","00482","REGULATOR 02 ( GC )","181918.0"
"OB","00483","REGULATOR 02 ( OM )","207272.727"
"OB","00484","REGULATOR OKSIGEN (KIMURA)","200000.0"
"OB","00485","REPITHEL MD","32340.0"
"OB","00486","RESUCITATOR BAYI/SUNGKUP","700000.0"
"OB","00487","RIB BELT FOR MEN","89000.0"
"OB","00488","RINGER LAKTATE/OGB","12247.5"
"OB","00489","RIVANOL KOMPRES 100 ML","2325.9166666666665"
"OB","00490","ROHTO EYE FLUSH","24750.0"
"OB","00491","ROHTO FEVER PATCH","6750.0"
"OB","00492","SAFETY BOX OM","18182.0"
"OB","00493","SAFETY GAWN SIZE M JANTRA","55000.0"
"OB","00494","SAKARIN","20.529411764705884"
"OB","00495","SAKATONIK ABC STROWBERRY","9800.0"
"OB","00496","SALAF 2-4 12 GR ( NBF )","1893.92"
"OB","00497","SALP ICHTIOL 30 GR","3456.0"
"OB","00498","SANDAL REFLEKSI","100000.0"
"OB","00499","SARUNG TANGAN KARET JASON","35000.0"
"OB","00500","SCALPEL HANDEL/ TANGKAI PISAU 3","9829.375"
"OB","00501","SCOOP STRECHER,DPT(MB-893)","2885600.0"
"OB","00502","SELSUN 7 HERBAL 60ML","15300.0"
"OB","00503","SENDOK KURET TUMPUL","475000.0"
"OB","00504","SENTER + BATRAY EVEREDY","17500.0"
"OB","00505","SERUNI 100 EC    LTR","115002.96356065586"
"OB","00506","SHIMA QUAD CANE 8071","80003.42245989305"
"OB","00507","SHIMA QUAD CANE 8072","105000.0"
"OB","00508","SHOULDER SUPPORT 1072 UK.L","213000.0"
"OB","00509","SILICON ANKLE SUPPORT 1409 UK.S","192000.0"
"OB","00510","SILICON HEEL CUSHION N1","293000.0"
"OB","00511","SILICON HEEL CUSHION N3 5454","293000.0"
"OB","00512","SILIKA GEL ( MERCK )","36500.0"
"OB","00513","SILK 3/0 TS-27 75 REF 653","32553.842105263157"
"OB","00514","SILK 3/0+JARUM 75 CM","170000.0"
"OB","00515","SILK BLACK 2/0","3030.3"
"OB","00516","SILK/BENANG 6-0 45 CM BLK MO.7 SB-15 W 529","64005.0"
"OB","00517","SLIT LAMP","1300000.0"
"OB","00518","SOLUTION ADM SET DWS","12100.0"
"OB","00519","SONDE GIGI LURUS","26200.0"
"OB","00520","SONDE SE HALFMOON CAT 3497","10000.0"
"OB","00521","SPATEL ABDOMEN ( TAJIMA )","90000.0"
"OB","00522","SPINAL BRACE 2166 UK.M","750000.0"
"OB","00523","SPIRAL KNEE STABILIZER 2032 UK.L","300000.0"
"OB","00524","SPUIT 3 CC OM","73333.33"
"OB","00525","SPUIT 3 CC ( TR )","2068.8150799320683"
"OB","00526","SPUIT 3 CC (PROGRESS)","33000.0"
"OB","00527","SPUIT DISP 1 CC (TP)","559.436416"
"OB","00528","SPUIT DISP 3 CC (TP)","560.0964430266177"
"OB","00529","SPUIT DISP 5 CC ( TP )","706.0"
"OB","00530","Spuit 1 CC Tuberculin ( TR )","3182.839116719243"
"OB","00531","SPUIT DISP 10 CC ( TR )","3650.0"
"OB","00532","SPUIT DISP 5 CC ( TR )","2387.3684210526317"
"OB","00533","SPUIT DISP 20 CC ( TR )","8890.0"
"OB","00534","SPUIT GLICERIN","926.0"
"OB","00535","STATURE METER 2M","27273.0"
"OB","00536","STERIL EYE DRAPE","55000.0"
"OB","00537","STERILISATOR CORONA","1325000.0"
"OB","00538","STERILITATOR KERING CORONA","1400000.0"
"OB","00539","STERILITATOR PIRIN ( HINANO)","1400000.0"
"OB","00540","LITMAN STETOSCOPE DEWASA ","1200000.0"
"OB","00541","STOMACH TUBE FR 12","16930.434782608696"
"OB","00542","STOMACH TUBE FR 18","16857.5"
"OB","00543","STOPWATCH BIASA","35000.0"
"OB","00544","STOPWATCH DIGITAL","92000.0"
"OB","00545","STRIP GLUKOSA","85000.0"
"OB","00546","SUCTION BAG","71500.0"
"OB","00547","SUCTION CATHETER NO 8(REMEDI)","4262.7990430622"
"OB","00548","SURGEON CAP GREEN H-332","72750.0"
"OB","00549","SURGEON CUP/TOPI OPERASI PRIA( OM )","839.6693636363636"
"OB","00550","SURGICAL INSTRUMENT","950000.0"
"OB","00551","TABUNG HB 22 ML","0.0"
"OB","00552","TABUNG N 20 5 KG","700000.0"
"OB","00553","TABUNG N2O 25 KG","1850000.0"
"OB","00554","TABUNG O2","587272.8"
"OB","00555","TABUNG O2 KECIL/ 1M3","409090.70283386245"
"OB","00556","TABUNG REAKSI UK 10  X 75","7500.0"
"OB","00557","TABUNG REGULATOR","70000.0"
"OB","00558","TABUNG SUCTION 2000ML ARGE","71500.0"
"OB","00559","TABUNG TENSIMETER NOVA","47000.0"
"OB","00560","TANDU","500000.0"
"OB","00561","TAS BIDAN KIT ","1500000.0"
"OB","00562","TAS DOKTER","80000.0"
"OB","00563","TAS PUSTU KIT","925000.0"
"OB","00564","TAS TIGER","35000.0"
"OB","00565","TEMPAT TIDUR  (SM 9023B)","1.0566E7"
"OB","00566","TENSI AIR RAKSA STAND","2500000.0"
"OB","00567","TENSIMETER Riester","1224026.0"
"OB","00568","TENSIMETER AIR RAKSA","350000.0"
"OB","00569","Tensimeter HG (GEA)","195000.0"
"OB","00570","TENSIMETER JARUM 200","59091.0"
"OB","00571","TENSIMETER MERCURIAL/SPIGMANOMETER","590000.0"
"OB","00572","TENSIMETER STAND MODEL GEA","750000.0"
"OB","00573","TENSOVAL DUO CONTROL","440000.0"
"OB","00574","VACCINE CARIER BESAR AIVC-44","1050000.0"
"OB","00575","TERMOS VACCINE KECIL","0.0"
"OB","00576","TEST TUBE WITH RIM 16X100","6271.9626168224295"
"OB","00577","THERMOMETER AIR RAKSA","10025.454545454546"
"OB","00578","THERMOMETER ANUS","8000.0"
"OB","00579","THERMOMETER DIGITAL","15000.0"
"OB","00580","THERMOMETER DIGITAL HARMED","65000.0"
"OB","00581","THERMOMETER DIGITAL VINMED","57850.0"
"OB","00582","THERMOMETER KULKAS","31818.181"
"OB","00583","THIGH SUPPORT 1040 UK.L","105000.0"
"OB","00584","THIGH SUPPORT 1040 UK.M","105000.0"
"OB","00585","THIGH SUPPORT 1040 UK.XL","105000.0"
"OB","00586","THIGT SUPPORT 1040 UK.S","150000.0"
"OB","00587","THYRAX 0.100 MG","190667.0"
"OB","00588","TIANG SUCTION","0.0"
"OB","00589","TIMBANGAN INJAK (ONE MED)","52000.0"
"OB","00590","TIMBANGAN INJAK DIGITAL","85000.0"
"OB","00591","TIMOL 0.5 ML","42024.681372549014"
"OB","00592","TIMOL 0.5% MD","22660.0"
"OB","00593","TOBRO","16830.0"
"OB","00594","TOBROSON","25520.0"
"OB","00595","TONGKAT KETIAK Uk.M SM 8061M","65000.0"
"OB","00596","TONGKAT KETIAK UK.S","125000.0"
"OB","00597","TONGKAT SM-609A (SM-8062)","135000.0"
"OB","00598","TONGKAT TANGAN SM-8063","135000.0"
"OB","00599","TOPCORT GEL 10 GR","5800.0"
"OB","00600","TOUNGE SPATEL 12.5 CM","17000.0"
"OB","00601","TOURNIQUET","13941.979130434782"
"OB","00602","TOWEL KLEM","17000.0"
"OB","00603","TRIATIMOL 0.5%  ASKES","20504.0"
"OB","00604","TRIAXITROL ASKES","9449.896296296296"
"OB","00605","TRIPOT","500000.0"
"OB","00606","TROLLEY ECG","500000.0"
"OB","00607","TROLY BESAR","1294000.0"
"OB","00608","TROLY O2","90909.0"
"OB","00609","Tromol Gass No. 18 cm","170000.0"
"OB","00610","Tromol Gass No. 22 cm","227273.0"
"OB","00611","TROPIN 1 % MINIDOSE","14080.0"
"OB","00612","TROPINE 1% 5 ML","8750.0"
"OB","00613","TROS X","15000.0"
"OB","00614","ULCORI MINIDOSE 0.3 ML","17270.0"
"OB","00615","ULTRASONIC NEBULIZER","600000.0"
"OB","00616","UNDER PADS SOLAMED UK.23 X 36","60000.0"
"OB","00617","UNDERPADS","27272.0"
"OB","00618","URINAL PLASTIK PRIA","5480.314285714286"
"OB","00619","URINAL WANITA","5300.0"
"OB","00620","Urine Bag Blesindo (GEA)","3207.4074074074074"
"OB","00621","URISPAS 200 MG","126000.0"
"OB","00622","UTERINE POLYPUS STRAIGHT 25 CM","325000.0"
"OB","00623","VAKSIN CARRIER","1200000.0"
"OB","00624","VERBAN 10 CM","1732.0"
"OB","00625","SANIA VERBAN 4X10","1650.9433962264152"
"OB","00626","DWIPA VERBAN 4X5","1200.0"
"OB","00627","Swallo VERBAN 4X5","700.0"
"OB","00628","VERBAN SOLAMED UK.10 CM X 4 YARD","2002.0"
"OB","00629","VERBAN SOLAMED UK.7.5 CM X 4 YARD","1573.0"
"OB","00630","VERNACELL","18260.0"
"OB","00631","VITROLENTA MINIDOSE 0.3 ML","20773.571428571428"
"OB","00632","VP SHUNTING","1050000.0"
"OB","00633","WALKER + PERLAK","135000.0"
"OB","00634","WALKER 8051","200000.0"
"OB","00635","WASCOM BABY OVAL","35000.0"
"OB","00636","WASKOM DIM 36CM S/S","60000.0"
"OB","00637","WATER INJEKSI 25 ML","3800.0"
"OB","00638","WRIST SPLINT 1082 UK.M","168500.0"
"OB","00639","WRIST WRAP 1083","79000.0"
"OB","00640","WRIST WRAP 1181","69000.0"
"OB","00641","WRIST/ THUMB SUPPORT 1084 UK.L","115000.0"
"OB","00642","WRIST/ THUMB SUPPORT 1088 UK. L","147000.0"
"OB","00643","WRIST/ THUMB SUPPORT 1088 UK. M","147000.0"
"OB","00644","WRIST/THUMB SUPPORT 1084 UK.M","115000.0"
"OB","00645","WRIST/THUMB SUPPORT 1084 UK.S","115000.0"
"OB","00646","WRIST/THUMB SUPPORT 1089 UK.L","125000.0"
"OB","00647","WRIST/THUMB SUPPORT 1089 UK.M","125000.0"
"OB","00648","XITROL 5 CC (TM)","23980.0"
"OB","00649","XITROL MINIDOSE 0.3 ML","21450.0"
"OB","00650","ZAC 20 MG KAPSUL ","150000.0"
"OB","00651","ACYCLOVIR SALF (DO)","2725.0"
"OB","00652","AESCULAP BLADE NO.15 (DO)","65000.0"
"OB","00653","AGUA DEST (DO)","10000.0"
"OB","00654","ALBOTYL CONCENTRATE (DO)","28000.0"
"OB","00655","ALKOHOL 70 % (DO)","4512.0"
"OB","00656","AMLODIPINE 5 MG (DO)","20158.0"
"OB","00657","AMOXICILLIN 500 MG (DO)","36963.0"
"OB","00658","ANALSPEC 500 MG (DO)","132000.0"
"OB","00659","ANTALGIN 500MG (DO)","14885.0"
"OB","00660","ANTASID DOEN TAB (DO)","62827.0"
"OB","00661","ASEPTIC GEL (DO)","25400.0"
"OB","00662","BATERAI SENTER KECIL (DO)","1500.0"
"OB","00663","BENANG SILK 2/0 (DO)","4500.0"
"OB","00664","BERIUM SULFAT (DO)","685454.55"
"OB","00665","BETASIN CREAM 10 GR (DO)","30525.0"
"OB","00666","BIOPLACENTON SALF (DO)","12523.0"
"OB","00667","BORAK GLISERIN (DO)","2272.75"
"OB","00668","BOTOL PLASTIK 300ML (DO)","1300.0"
"OB","00669","CALCIUM LACTAS (DO)","46700.0"
"OB","00670","CALSIX - D (DO)","137940.0"
"OB","00671","CALTRAX EFFERVESCENT (DO)","29403.0"
"OB","00672","CAPTOPRIL 12,5 MG (DO)","8991.4"
"OB","00673","CAPTOPRIL 25 MG (DO)","8991.4"
"OB","00674","CARANAL (DO)","126445.0"
"OB","00675","CARBACHOL 1% (DO)","45000.0"
"OB","00676","CARBACHOL 5 S (DO)","45000.0"
"OB","00677","CARBO GLISERIN (DO)","1636.33"
"OB","00678","CARDIVASK 5  MG (DO)","147500.0"
"OB","00679","CARMESON 4MG (DO)","241395.0"
"OB","00680","CARPIN 2 % (DO)","15510.0"
"OB","00681","CAT GUT CHROMIC 3/0 (DO)","130000.0"
"OB","00682","CATARLENT 15 ML ASKES (DO)","15998.4"
"OB","00683","CATGUT CHROMIC -2  REF 2448 HRG 50 (DO)","48044.0"
"OB","00684","CATGUT CHROMIC 1 HRG 50 REF 2447 (DO)","48044.0"
"OB","00685","CATGUT CHROMIC 2 HRG 50 REF 2448 (DO)","48044.0"
"OB","00686","CATGUT CHROMIC 2 REF 2448 HRG 50 (DO)","48044.0"
"OB","00687","CATGUT CHROMIC 2/0 HR 27 REF 312 (DO)","38218.0"
"OB","00688","CATGUT CHROMIC 2/0 REF 334 HRG 38 (DO)","48044.0"
"OB","00689","CATGUT CHROMIC 3/0 HR 27 REF 311 (DO)","38218.0"
"OB","00690","CATGUT PLAIN O REF 224 N (DO)","48044.0"
"OB","00691","CEBEX (DO)","150000.0"
"OB","00692","CEFADROXIL  TAB 500 MG (DO)","41958.0"
"OB","00693","CEFADROXIL 500 MG (DO)","41958.0"
"OB","00694","CEFIXIME 100 MG  (DO)","113143.0"
"OB","00695","CEFIXIME 100 MG (DO)","90000.0"
"OB","00696","CELESTIC  (DO)","148500.0"
"OB","00697","ASTHENOF MD (DO)","18450.0"
"OB","00698","AUGENTONIC MD (DO)","19030.0"
"OB","00699","LYTEER MD (DO)","16940.0"
"OB","00700","POLYDEX MD (DO)","23320.0"
"OB","00701","CENFRES ED MINIDOSE 0,3 ML (DO)","20240.0"
"OB","00702","CENFRESH MINI DOSE (DO)","20240.0"
"OB","00703","CHROMIC 2 HRG 50 REF 2448 (DO)","48044.0"
"OB","00704","CLORAMPHENICOL 250 MG/NOVACLOR (DO)","16650.0"
"OB","00705","COLMIX KALBE (DO)","104500.0"
"OB","00706","COLMIX SYR  (DO)","19244.0"
"OB","00707","COSTIL SYR (DO)","29700.0"
"OB","00708","COUGH EN PLUS SYR 60 ML (DO)","15246.0"
"OB","00709","COUGH EN SYR 60 ML (DO)","11880.0"
"OB","00710","COUNTERPAIN SALF 15 GR (DO)","18000.0"
"OB","00711","CTM  (DO)","12900.0"
"OB","00712","DAMUVIT (DO)","137500.0"
"OB","00713","DANALGIN/100 (DO)","105000.0"
"OB","00714","DARYANT-TULLE (DO)","150000.0"
"OB","00715","DATAN FORTE (DO)","125235.0"
"OB","00716","DENTACID 500MG (DO)","114950.0"
"OB","00717","DEXAMETHASONE/NOVACLOR (DO)","16650.0"
"OB","00718","DEXROSIN SYR  (DO)","11000.0"
"OB","00719","DEXTAFEN (DO)","108900.0"
"OB","00720","DEXTRAL KAPSUL (DO)","53636.0"
"OB","00721","DEXTROCIN (DO)","60000.0"
"OB","00722","DIABION (DO)","107800.0"
"OB","00723","DOMETIC FDT 5 BLIST @10 (DO)","138000.0"
"OB","00724","DUMIN SUPP (DO)","53000.0"
"OB","00725","EPSONAL (DO)","396000.0"
"OB","00726","ERLAMICETIN EAR DROP (DO)","5082.0"
"OB","00727","ERLAMICETIN PLUS TETES MATA (DO)","8201.0"
"OB","00728","ERLAMICETIN SALAF MATA (DO)","4737.0"
"OB","00729","ERLAMICETIN SALF MATA (DO)","4737.0"
"OB","00730","ERLAMICETIN TETES MATA (DO)","8201.0"
"OB","00731","ERPHASEPTAN 1 LITER (DO)","204600.0"
"OB","00732","ERPHASEPTAN 15 ML (DO)","6380.0"
"OB","00733","FACEMASK SILICON TRANSPARANT NO.4 (DO)","594000.0"
"OB","00734","FG TROCHES (DO)","118800.0"
"OB","00735","FILM RONTGENT 35 X 35 CM (SHRU) (DO)","3450000.0"
"OB","00736","FLOXA MINIDOSE 0,3ML (DO)","23540.0"
"OB","00737","FLOXIGRA (DO)","48213.0"
"OB","00738","FLUARIX 0,5 PFS (DO)","1.44E7"
"OB","00739","FLUTAMOL P (DO)","93500.0"
"OB","00740","FLUTAMOL P SYR (DO)","14850.0"
"OB","00741","FOLLEY CATHETER NO 22 (DO)","5909.0"
"OB","00742","FRENATAL STRIP (DO)","89540.0"
"OB","00743","GELAS CUCI MATA","1300.0"
"OB","00744","GENTIAN VIOLET (DO)","2045.42"
"OB","00745","GERDILIUM 10 MG (DO)","170000.0"
"OB","00746","GESTAMAG (DO)","53460.0"
"OB","00747","GESTAMAG TAB (DO)","53460.0"
"OB","00748","GIVING SET INFUS TI* U200L II (DO)","7986.0"
"OB","00749","GLAUCON 250 MG ASKES (DO)","143999.7"
"OB","00750","GLAUCON TABLET (DO)","73568.0"
"OB","00751","GLUCOBAY 50 MG (DO)","77100.0"
"OB","00752","GLUCODR  AGM 4000 W/STRIP 25 (DO)","560000.0"
"OB","00753","GLUCODR  STRIP FOR AGM 4000 (DO)","272727.0"
"OB","00754","GLUFOR 500MG (DO)","121000.0"
"OB","00755","GLYCERYL  GUAICOLATE (DO)","7727.27"
"OB","00756","GLYCERYL GUAIACOLATE (DO)","35000.0"
"OB","00757","GUNTING KECIL (DO)","3000.0"
"OB","00758","HAND SCHOON NON STERIL      (DO)","40000.0"
"OB","00759","HAND SCHOON NON STERIL UK.L (DO)","40000.0"
"OB","00760","HAND SCHOON NON STERIL UK.M (DO)","40000.0"
"OB","00761","HANSAPLAST (DO)","22000.0"
"OB","00762","HIBISCRUB 500 ML (DO)","135000.0"
"OB","00763","HYOMIDA PLUS (DO)","209000.0"
"OB","00764","ICTHIOL SALF (DO)","2946.965"
"OB","00765","IFLAZ 4 MG (DO)","87500.0"
"OB","00766","INDICATOR  TAPE 16MMX65MM (DO)","117255.0"
"OB","00767","INFUSION SET (DO)","2500.0"
"OB","00768","IOL ANTERIOL RA-25+23.0 (DO)","165000.0"
"OB","00769","IV.CATHETER NO.18  (DO)","7500.0"
"OB","00770","IV.CATHETER NO.24 (DO)","8780.0"
"OB","00771","KAIN MITELA (DO)","22727.0"
"OB","00772","KALMOXILIN SYR 125MG (DO)","19855.0"
"OB","00773","KALMOXILLIN 500MG (DO)","240350.0"
"OB","00774","KANAMYCINE INJ 1 GRAM (DO)","9450.0"
"OB","00775","KANDISTATIN DROP (DO)","38500.0"
"OB","00776","KANTONG PLASTIK BERSIH (DO)","26000.0"
"OB","00777","KAPAS GULUNG 25 GR (DO)","1208.0"
"OB","00778","KAPEDOXIN 100 (DO)","83490.0"
"OB","00779","KASA STERIL (DO)","1750.0"
"OB","00780","KASSA HYDROPHILE SOLAMED 40 YARDSX80 CM (DO)","182500.0"
"OB","00781","KASSA LIPAT  10X10 16 PLY (DO)","1669.0"
"OB","00782","KASSA STERIL  (DO)","1750.0"
"OB","00783","Bionet KERTAS ECG 215X25M (BIONET) (DO)","53500.0"
"OB","00784","KERTAS PULVIS (DO)","4800.0"
"OB","00785","KETOKONAZOLE  CREAM (DO)","80182.0"
"OB","00786","LAMPU SENTER KECIL (DO)","20000.0"
"OB","00787","LANABAL (DO)","185000.0"
"OB","00788","LANARIF 450 MG (DO)","380000.0"
"OB","00789","LANZAC 30 MG (DO)","242000.0"
"OB","00790","LEOKOPLAST 1625 (DO)","36200.0"
"OB","00791","LEOKOPLAST BESAR (DO)","36200.0"
"OB","00792","LETONAL 25 MG (DO)","130000.0"
"OB","00793","LIBROFED TAB (DO)","45000.0"
"OB","00794","LINODIAB (DO)","176000.0"
"OB","00795","LYSIN KU SYR (DO)","21945.0"
"OB","00796","LYSIN KU SYR 100 ML (DO)","21945.0"
"OB","00797","MAGTRAL FORTE SYR (DO)","26000.0"
"OB","00798","MASKER EARLOOP SURGIDRESS","16500.0"
"OB","00799","MELOXICAM 7.5 MG (DO)","37308.0"
"OB","00800","MESTAMOX 500 MG (DO)","36963.0"
"OB","00801","METONATE SALF  (DO)","15000.0"
"OB","00802","METONATE SALF (DO)","15000.0"
"OB","00803","METRONIDAZOLE 500 MG (DO)","21978.0"
"OB","00804","METYLPREDNISOLONE 4 MG (DO)","42052.5"
"OB","00805","MICROLAX SUPP (DO)","15950.0"
"OB","00806","MINYAK TAWON KECIL (DO)","14300.0"
"OB","00807","MIRAPECT (DO)","121000.0"
"OB","00808","MOLACORT 0.5 MG (DO)","15000.0"
"OB","00809","MOLAGIT (DO)","57000.0"
"OB","00810","MOLEXDINE 15 ML (DO)","3250.0"
"OB","00811","MOLEXDINE 60  MG (DO)","9450.0"
"OB","00812","MOLEXFLU TAB (DO)","41998.0"
"OB","00813","MOTILEX (DO)","125400.0"
"OB","00814","MUCERA PEDIATRIC SYR (DO)","17297.0"
"OB","00815","MUCERATAB (DO)","79200.0"
"OB","00816","MYCODERM TAB (DO)","90000.0"
"OB","00817","MYCODERM ZALF (DO)","11000.0"
"OB","00818","MYRAGIL (DO)","154000.0"
"OB","00819","NACL 0,9% (DO)","4486.0"
"OB","00820","NAIRET SYR (DO)","22000.0"
"OB","00821","NEO EYE PMMA RP-12 +3.0 (DO)","90000.0"
"OB","00822","NEPROLIT  (DO)","58000.0"
"OB","00823","NEURODEX FILM COAT TAB (DO)","79000.0"
"OB","00824","NONCORT 5 ML (DO)","37180.0"
"OB","00825","NORELUT (DO)","187500.0"
"OB","00826","NOSIRAX  (DO)","440000.0"
"OB","00827","NYLON 10/0 2XTSP-6 (DO)","22960.0"
"OB","00828","OBH BATUK BERDAHAK (DO)","6655.0"
"OB","00829","OCIDERM SALF (DO)","17050.0"
"OB","00830","OMEPRAZOLE 20 MG (DO)","11625.0"
"OB","00831","OPIMOX 500MG (DO)","254375.0"
"OB","00832","OPIMOX SYR (DO)","20891.0"
"OB","00833","OPIMOX TABLET  (DO)","250000.0"
"OB","00834","OPIPHEN DRY SYR (DO)","18000.0"
"OB","00835","OPITHROCIN DRY SYR (DO)","25000.0"
"OB","00836","OPITHROCIN DULCET (DO)","96000.0"
"OB","00837","OPTHALGON 3 ML (DO)","9680.0"
"OB","00838","OTTOGENTA SALF (DO)","8791.0"
"OB","00839","OTTOPAN SYR 60ML (DO)","11192.0"
"OB","00840","PANTOCAIN 2 % (DO)","10670.0"
"OB","00841","PANTOCAIN 2% 5 ML (DO)","11660.0"
"OB","00842","PAPAVERINE HCL (DO)","140000.0"
"OB","00843","PARACETAMOL TAB 500 MG (DO)","9536.0"
"OB","00844","PEHACAIN INJ (DO)","56601.0"
"OB","00845","PENAGON TAB (DO)","100000.0"
"OB","00846","PENITI (DO)","41.67"
"OB","00847","PERBAN GULUNG BESAR (DO)","75000.0"
"OB","00848","PERIFAS (DO)","150000.0"
"OB","00849","PINSET ANATOMI 14 CM (DO)","18000.0"
"OB","00850","PIOSFEN SYR (DO)","11000.0"
"OB","00851","PIOSPEN SYR (DO)","11000.0"
"OB","00852","PIRALEN (DO)","50000.0"
"OB","00853","PLASTIK OBAT 10X7CM (DO)","63636.0"
"OB","00854","PLESTER ( LEBAR 1.25 X 4.5 M) (DO)","6350.0"
"OB","00855","PLESTER 1,25 X 4 CM (1621 H) (DO)","6350.0"
"OB","00856","POLY CHATETER FR 16 (DO)","7500.0"
"OB","00857","POLY CHATETER FR 18 (DO)","7500.0"
"OB","00858","POLYDEX MINI DOSE  (DO)","23320.0"
"OB","00859","POLYGRAN MINIDOSE 0,3ML (DO)","15400.0"
"OB","00860","PREDNISON  (DO)","101333.0"
"OB","00861","PROFUNGAL (DO)","193325.0"
"OB","00862","PROGESIC SYR  (DO)","22000.0"
"OB","00863","PROGESIC TAB (DO)","38500.0"
"OB","00864","PROPONOLOL 10 MG (DO)","7350.0"
"OB","00865","PULNA FORTE (DO)","225000.0"
"OB","00866","PYLOR (DO)","220000.0"
"OB","00867","PYRALEN 10 MG TABLET (DO)","50000.0"
"OB","00868","PYRALEN TAB 10 MG (DO)","50000.0"
"OB","00869","PYRANTEL (DO)","31968.0"
"OB","00870","PYRIDOL SYR (DO)","16500.0"
"OB","00871","PYRIDOXIN VIT B 6 (DO)","35714.0"
"OB","00872","PYRIDRIL PLUS SYR (DO)","14300.0"
"OB","00873","RA-25 + 15.0 (DO)","165000.0"
"OB","00874","RA-25 + 17.0 (DO)","165000.0"
"OB","00875","RA-25 + 18.0 (DO)","165000.0"
"OB","00876","RA-25 + 19.0 (DO)","165000.0"
"OB","00877","RA-25 + 20.0 (DO)","165000.0"
"OB","00878","RA-25 + 21.0 (DO)","165000.0"
"OB","00879","RA-25 + 22.0 (DO)","165000.0"
"OB","00880","RA-25 + 24.0 (DO)","165000.0"
"OB","00881","RADOL (DO)","151250.0"
"OB","00882","RANITIDINE  (DO)","21978.0"
"OB","00883","RANITIDINE (DO)","21978.0"
"OB","00884","RANITIDINE 150 MG (DO)","21978.0"
"OB","00885","RANITIDINE TAB 150 MG (DO)","21978.0"
"OB","00886","RANSEL P3K PAKET B (DO)","825000.0"
"OB","00887","REGIT (DO)","150000.0"
"OB","00888","REUCID 300MG (DO)","60000.0"
"OB","00889","RF 31+19.0 (DO)","550000.0"
"OB","00890","RF 31+20.0 (DO)","550000.0"
"OB","00891","RF 31+21.0 (DO)","550000.0"
"OB","00892","RF 31+22.0 (DO)","550000.0"
"OB","00893","RF 31+23.0 (DO)","550000.0"
"OB","00894","RF 31+24.0 (DO)","550000.0"
"OB","00895","RF-31 PL + 22.5 (DO)","550000.0"
"OB","00896","RF-31 PL + 26 (DO)","550000.0"
"OB","00897","RING PESSARIUM 75MM (DO)","80000.0"
"OB","00898","RIVANOL 100 ML (DO)","2273.0"
"OB","00899","ROCER (DO)","220000.0"
"OB","00900","ROCER OTTO (DO)","220000.0"
"OB","00901","ROHTO HYRON 1ML (DO)","230000.0"
"OB","00902","ROHTOVISC (DO)","65000.0"
"OB","00903","S. WATER FOR INJECTION 25 ML (DO)","3800.0"
"OB","00904","SACARINE LACTIS (DO)","181818.18"
"OB","00905","SALAF 2-4 12 GR (DO)","1893.92"
"OB","00906","SALBUVEN TAB (DO)","155000.0"
"OB","00907","SALF AAV 12 GR (DO)","1818.17"
"OB","00908","SALISIL TALK (DO)","1636.33"
"OB","00909","SANGOBION TAB ","247500.0"
"OB","00910","SILK 2/0 (DO)","4500.0"
"OB","00911","SILOPEC TAB (DO)","90750.0"
"OB","00912","SPASMACINE KALBE (DO)","73150.0"
"OB","00913","SPONGE (DO)","530000.0"
"OB","00914","SPUIT DISP 1 CC (DO)","45455.0"
"OB","00915","SPUIT DISP 3  CC (DO)","290000.0"
"OB","00916","SPUIT DISP 5  CC (DO)","3200.0"
"OB","00917","STERIL DRAPE (DO)","45000.0"
"OB","00918","STERILISATOR CORONA (DO)","1325000.0"
"OB","00919","SURGICAL BLADE (DO)","65000.0"
"OB","00920","SURGICAL NALD SE TH 24 (DO)","93150.0"
"OB","00921","SYMBIO 30 SACHET (DO)","95000.0"
"OB","00922","SYNTOCINON INJ (DO)","126485.0"
"OB","00923","TABUNG N2O 25 KG (DO)","2500000.0"
